PooledFundName,PooledFundId,AllocationTypeId,AllocationYear,AllocationSourceName,ChfProjectCode,Cluster,SubCluster,Percentage,ClusterBudget
Afghanistan,23,51,2022,Standard,AFG-22/3481/SA1/WASH/NGO/22264,"Water, Sanitation and Hygiene",,100,355854.18
Afghanistan,23,51,2022,Standard,AFG-22/3481/SA1/WASH/NGO/22610,"Water, Sanitation and Hygiene",,100,475568.96
Afghanistan,23,53,2022,Reserve,AFG-22/3481/RA3/H/NGO/23579,Health,,100,575851.83
Afghanistan,23,53,2022,Reserve,AFG-22/3481/RA3/H/NGO/23595,Health,,100,288401.7
Afghanistan,23,53,2022,Reserve,AFG-22/3481/RA3/WASH/INGO/24317,"Water, Sanitation and Hygiene",,100,850000
Afghanistan,23,54,2023,Reserve,CBPF-AFG-23-R-NGO-25998,"Water, Sanitation and Hygiene",,100,383236.87
Afghanistan,23,55,2023,Standard,CBPF-AFG-23-S-INGO-26314,Food Security,,100,250000
Afghanistan,23,55,2023,Standard,CBPF-AFG-23-S-INGO-26380,Health,,72,212644.4184
Afghanistan,23,55,2023,Standard,CBPF-AFG-23-S-INGO-26380,Nutrition,,28,82695.0516
Afghanistan,23,55,2023,Standard,CBPF-AFG-23-S-NGO-26370,Health,,100,144474.61
Afghanistan,23,60,2024,Standard,CBPF-AFG-24-S-INGO-33545,Emergency Shelter and NFI,,50,499759.45
Afghanistan,23,60,2024,Standard,CBPF-AFG-24-S-INGO-33545,Multi-Sector,,50,499759.45
Afghanistan,23,62,2025,Reserve,CBPF-AFG-25-R-NGO-35110,"Water, Sanitation and Hygiene",,100,584375.97
Afghanistan,23,66,2025,Standard,CBPF-AFG-25-S-NGO-35685,Health,,85,610201.468
Afghanistan,23,66,2025,Standard,CBPF-AFG-25-S-NGO-35685,Nutrition,,15,107682.612
Afghanistan,23,66,2025,Standard,CBPF-AFG-25-S-NGO-35714,Health,,70,321836.984
Afghanistan,23,66,2025,Standard,CBPF-AFG-25-S-NGO-35714,Nutrition,,30,137930.136
Afghanistan,23,66,2025,Standard,CBPF-AFG-25-S-NGO-35789,"Water, Sanitation and Hygiene",,100,514773.39
Afghanistan,23,66,2025,Standard,CBPF-AFG-25-S-NGO-35835,Emergency Shelter and NFI,,100,469938.22
Burkina Faso,85,1289,2024,Standard,CBPF-BFA-24-S-INGO-33035,Health,,40,319999.996
Burkina Faso,85,1289,2024,Standard,CBPF-BFA-24-S-INGO-33035,Protection,,60,479999.994
Burkina Faso,85,1462,2025,Reserve,CBPF-BFA-25-R-INGO-36806,Food Security,,60,439420.926
Burkina Faso,85,1462,2025,Reserve,CBPF-BFA-25-R-INGO-36806,Protection,,40,292947.284
Burkina Faso,85,1462,2025,Reserve,CBPF-BFA-25-R-INGO-37818,Protection,,100,477292
CAR,17,254,2020,Reserve,CAR-20/HCF10/RA2/FSEC/NGO/15891,Food Security,,100,270035.9
CAR,17,254,2020,Reserve,CAR-20/HCF10/RA2/LOG/INGO/15934,Logistics,,100,18000.61
CAR,17,254,2020,Reserve,CAR-20/HCF10/RA2/WaSH/INGO/15797,"Water, Sanitation and Hygiene",,100,654095.96
CAR,17,529,2024,Reserve,CBPF-CAR-24-R-INGO-27572,Protection,,100,750000
CAR,17,529,2024,Reserve,CBPF-CAR-24-R-NGO-27568,Protection,,100,400083.7
CAR,17,1534,2025,Reserve,CBPF-CAR-25-R-INGO-38623,Protection,,50,224998.335
CAR,17,1534,2025,Reserve,CBPF-CAR-25-R-INGO-38644,"Water, Sanitation and Hygiene",,100,699988.82
CAR,17,1534,2025,Reserve,CBPF-CAR-25-R-INGO-38856,Protection,,50,350000
CAR,17,1534,2025,Reserve,CBPF-CAR-25-R-NGO-38663,Health,,100,800000
CAR,17,1534,2025,Reserve,CBPF-CAR-25-R-NGO-38849,Protection,,20,70000.012
CAR,17,1534,2025,Reserve,CBPF-CAR-25-R-NGO-38849,"Water, Sanitation and Hygiene",,80,280000.048
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38624,Camp Coordination / Management,,10,50000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38624,Emergency Shelter and NFI,,90,450000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38645,Health,,70,210000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38645,Protection,,30,90000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38665,Emergency Shelter and NFI,,35,140000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38665,Protection,,40,160000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38665,"Water, Sanitation and Hygiene",,25,100000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38723,Protection,,100,300000.78
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38775,Protection,,35,140000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38775,Protection,,65,260000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38813,Food Security,,50,200000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38813,Protection,,50,200000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38845,"Water, Sanitation and Hygiene",,100,400000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38850,Food Security,,100,500000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38852,Education,,44,220000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38852,Protection,,56,280000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38853,Nutrition,,95,427500
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-INGO-38853,Protection,,5,22500
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38632,Food Security,,100,249999.24
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38648,Health,,40,99994.224
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38648,Nutrition,,60,149991.336
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38693,Education,,60,120000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38693,Protection,,40,80000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38707,Protection,,100,300000.01
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38714,Protection,,40,180000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38714,Protection,,60,270000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38729,Health,,30,74998.95
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38729,Protection,,70,174997.55
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38776,Camp Coordination / Management,,42,84000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38776,Emergency Shelter and NFI,,41,82000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38776,Protection,,17,34000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38780,Camp Coordination / Management,,30,60000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38780,Emergency Shelter and NFI,,70,140000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38807,Protection,,100,99730.42
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38808,Food Security,,20,50000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38808,Protection,,20,50000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38808,"Water, Sanitation and Hygiene",,60,150000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38848,Protection,,50,250000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38848,"Water, Sanitation and Hygiene",,50,250000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38854,Camp Coordination / Management,,50,150000
CAR,17,1535,2025,Reserve,CBPF-CAR-25-R-NGO-38854,Emergency Shelter and NFI,,50,150000
CAR,17,18,2015,Standard,CAR-15/HCF10/SA1/HLT/INGO/1157,Health,,100,100000.02
CAR,17,19,2015,Reserve,CAR-15/HCF10/R/PROT/UN/1221,Protection,,100,120323.73
CAR,17,20,2015,Standard,CAR-15/HCF10/9/PROT/INGO/1245,Protection,,100,557811.48
CAR,17,21,2016,Standard,CAR-16/HCF10/10/HLT/INGO/1470,Health,,100,450000
CAR,17,22,2016,Reserve,CAR-16/HCF10/R/FSEC/UN/3615,Food Security,,100,64999.73
CAR,17,23,2016,Standard,CAR-16/HCF10/12/NUT-WaSH/UN/4035,Nutrition,,80,440000.136
CAR,17,23,2016,Standard,CAR-16/HCF10/12/NUT-WaSH/UN/4035,"Water, Sanitation and Hygiene",,20,110000.034
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/LOG/UN/4619,Logistics,,100,324000.32
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/NFI/INGO/4685,Emergency Shelter and NFI,Protection de l'enfance,100,331200.31
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/NFI/INGO/4714,Emergency Shelter and NFI,Protection de l'enfance,100,745000.2
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/NFI-PROT/INGO/4695,Emergency Shelter and NFI,Protection de l'enfance,80,246378.456
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/NFI-PROT/INGO/4695,Protection,,20,61594.614
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/PROT/INGO/4613,Protection,,100,384262.68
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/PROT/UN/4637,Protection,,100,318164.5
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/WaSH/INGO/4610,"Water, Sanitation and Hygiene",,100,449055.25
CAR,17,24,2017,Reserve,CAR-17/HCF10/13/WaSH/UN/5523,"Water, Sanitation and Hygiene",,100,201577.3
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/FSEC/INGO/6561,Food Security,,100,273930.7
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/FSEC/INGO/6605,Food Security,,100,174987.8
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/FSEC/INGO/6617,Food Security,,100,576256.53
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/FSEC/NGO/6615,Food Security,,100,157338.15
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/FSEC/UN/6622,Food Security,,100,1417845.4
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/HLT-NUT/INGO/6600,Health,,80,373892.24
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/HLT-NUT/INGO/6600,Nutrition,,20,93473.06
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/NUT-HLT/INGO/6609,Health,,20,49940.752
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/NUT-HLT/INGO/6609,Nutrition,,80,199763.008
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/PROT/UN/6603,Protection,,100,259796
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/PROT-FSEC/NGO/6522,Food Security,,20,97006.2
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/PROT-FSEC/NGO/6522,Protection,,80,388024.8
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/WaSH/NGO/6540,"Water, Sanitation and Hygiene",,100,226013.96
CAR,17,26,2017,Reserve,CAR-17/HCF10/RE17 HS/WaSH/UN/6616,"Water, Sanitation and Hygiene",,100,480005.21
CAR,17,28,2018,Reserve,CAR-18/HCF10/RA1/EDU-NUT/INGO/8023,Education,,28.5,119674.578
CAR,17,28,2018,Reserve,CAR-18/HCF10/RA1/EDU-NUT/INGO/8023,Nutrition,,71.5,300236.222
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU/INGO/9086,Education,,100,627973.37
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU/NGO/9165,Education,,100,140234.2
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU/NGO/9175,Education,,100,216684.49
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU-PROT/INGO/9022,Education,,75,360032.7075
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU-PROT/INGO/9022,Protection,,25,120010.9025
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU-PROT/NGO/9035,Education,,70,134459.549
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/EDU-PROT/NGO/9035,Protection,,30,57625.521
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/ER/NGO/9012,Early Recovery,,100,348356.26
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/ER/NGO/9117,Early Recovery,,100,49573.1
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/ER-NFI/NGO/9151,Early Recovery,,60,137545.29
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/ER-NFI/NGO/9151,Emergency Shelter and NFI,Protection de l'enfance,40,91696.86
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/FSEC/NGO/9061,Food Security,,100,49990.4
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/FSEC/NGO/9150,Food Security,,100,332016.23
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/FSEC/NGO/9153,Food Security,,100,99702.6
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/FSEC-ER/INGO/9136,Early Recovery,,30,157744.953
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/FSEC-ER/INGO/9136,Food Security,,70,368071.557
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/HLT/INGO/9027,Health,,100,507221.92
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/HLT/INGO/9084,Health,,100,328085.54
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/HLT-NUT/INGO/9092,Health,,50,133331.525
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/HLT-NUT/INGO/9092,Nutrition,,50,133331.525
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/NFI/INGO/9011,Emergency Shelter and NFI,Protection de l'enfance,100,249011.47
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/NFI-ER/UN/9167,Early Recovery,,60,359999.898
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/NFI-ER/UN/9167,Emergency Shelter and NFI,Protection de l'enfance,40,239999.932
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/NFI-PROT/NGO/9108,Emergency Shelter and NFI,Protection de l'enfance,93,408122.0277
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/NFI-PROT/NGO/9108,Protection,,7,30718.8623
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/NUT/INGO/9060,Nutrition,,100,582097.12
