PooledFundName,PooledFundId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectDuration,Budget,TotalDirectCost,TotalSupportCost,DateSubmitted,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode
DRC,24,CBPF-DRC-25-S-NGO-38561,,AS 1- Décembre 2025 - Assistance Humanitaire aux personnes en besoin urgent d’assistance humanitaire,2025,2,Standard,Centre de Développement Rural de Kibututu,National NGO,12 Months,450000,420560.75,0,12/16/2025 4:52:51 PM,"4- Likely to contribute to gender equality, including across age groups",2/16/2026 12:00:00 AM,2/15/2027 12:00:00 AM,Approbation de la convention de subvention par HC,6242,PRJ_HC_APPROVAL,HC Final Approval,12,216338.7375
DRC,24,CBPF-DRC-25-S-NGO-38567,,AS 1- Décembre 2025 - Assistance Humanitaire aux personnes en besoin urgent d’assistance humanitaire,2025,2,Standard,YMES Grand Lac,National NGO,12 Months,700000,654205.61,0,12/16/2025 1:03:32 PM,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Approbation de la convention de subvention par HC,6242,PRJ_HC_APPROVAL,HC Final Approval,12,152576.7125
Haiti,54,HTI-13/X/3416/ER/H/INGO/58,DMA-ERF-O369-104,,2013,1,Reserve,Medicos del Mundo - Argentina,International NGO,,0,0,0,8/28/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,32289.0300
Haiti,54,HTI-13/X/3416/ER/H/NGO/60,DMA-ERF-O369-105,,2013,1,Reserve,America Continental 2000,National NGO,,0,0,0,8/28/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,4735.7244
Haiti,54,HTI-13/X/3416/ER/SNS/INGO/62,DMA-ERF-O369-107,,2013,1,Reserve,Fondation Humanitaire pour l’Education et le Developpement Incorporee,International NGO,,0,0,0,8/28/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,17220.8160
Haiti,54,HTI-13/X/3416/ER/SNS/NGO/57,DMA-ERF-O369-108,,2013,1,Reserve,PESADEV,National NGO,,0,0,0,8/28/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,39392.6166
Haiti,54,HTI-13/X/3416/ER/SNS/NGO/59,DMA-ERF-O369-106,,2013,1,Reserve,Haiti Participative,National NGO,,0,0,0,8/28/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,21095.4996
Haiti (RhPF),88,CBPF-HTI-25-S-INGO-37654,,2025 Première Allocation Standard,2025,2,Standard,Concern Worldwide,International NGO,12 Months,750000.29,700934.85,0,9/25/2025 10:18:45 PM,"4- Likely to contribute to gender equality, including across age groups",11/1/2025 12:00:00 AM,10/31/2026 12:00:00 AM,Draft examen technique,9372,PRJ_TR_DRFT,Technical Review,11,6394079.7360
Haiti (RhPF),88,CBPF-HTI-25-S-INGO-37669,,2025 Première Allocation Standard,2025,2,Standard,World Vision International,International NGO,9 Months,249998.45,233643.41,0,9/26/2025 1:04:25 AM,"4- Likely to contribute to gender equality, including across age groups",11/1/2025 12:00:00 AM,7/31/2026 12:00:00 AM,Budget approuvé,9380,PRJ_BUDGET_CLR,Technical Review,11,6471254.5920
Haiti (RhPF),88,CBPF-HTI-25-S-NGO-37517,,2025 Première Allocation Standard,2025,2,Standard,Zanmi Timoun,National NGO,12 Months,249999.96,233644.82,0,9/25/2025 10:54:55 PM,"4- Likely to contribute to gender equality, including across age groups",11/1/2025 12:00:00 AM,10/31/2026 12:00:00 AM,Sous examen technique HFU,9371,PRJ_UND_TR_HFU,Technical Review,11,6595306.0272
Haiti (RhPF),88,CBPF-HTI-25-S-NGO-37525,,2025 Première Allocation Standard,2025,2,Standard,Fondasyon Kole Zepòl,National NGO,9 Months,495662.03,463235.54,0,9/25/2025 8:14:19 PM,"4- Likely to contribute to gender equality, including across age groups",2/16/2026 12:00:00 AM,11/15/2026 12:00:00 AM,Sous examen technique HFU,9371,PRJ_UND_TR_HFU,Technical Review,11,6432952.9968
Haiti (RhPF),88,CBPF-HTI-25-S-NGO-37583,,2025 Première Allocation Standard,2025,2,Standard,Zanmi Lasante,National NGO,12 Months,500000.01,467289.73,0,9/25/2025 11:20:55 PM,"4- Likely to contribute to gender equality, including across age groups",1/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Budget approuvé,9380,PRJ_BUDGET_CLR,Technical Review,11,6596449.3584
Haiti (RhPF),88,CBPF-HTI-25-S-NGO-37591,,2025 Première Allocation Standard,2025,2,Standard,Coordination Citoyenne pour les Grands Chantiers de Développement Communautaire,National NGO,8 Months,249575.46,233248.09,0,9/24/2025 2:28:45 AM,"4- Likely to contribute to gender equality, including across age groups",10/19/2025 12:00:00 AM,6/18/2026 12:00:00 AM,Draft examen technique,9372,PRJ_TR_DRFT,Technical Review,11,6595877.6928
Myanmar,59,MM-15/X/DDA-3415/ER/S-NFI/NGO/553,MM-15/DDA/3415/R/SNFI/NGO/1150,,2015,1,Reserve,Kachin Baptist Convention,National NGO,,0,0,0,1/26/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,33148.9494
Nigeria,75,CBPF-NGA-25-S-O-38270,,"3rd Standard Allocation 2025 (Climate, Protection &amp; Disability Inclusion)",2025,2,Standard,Nigerian Red Cross Society,Others,8 Months,100000.63,93458.53,0,11/27/2025 7:57:18 PM,0- Does not systematically link programming actions,2/10/2026 12:00:00 AM,10/9/2026 12:00:00 AM,HC Final Approval and GA Signature,3129,PRJ_HC_APPROVAL,HC Final Approval,12,4763690.6400
oPt,67,OPT-13/X/DDA-3482/ER/WASH/UN/140,DMA-ERF-O355-HRF/OPT/0355/138,,2013,1,Reserve,United Nations Children's Fund,UN Agency,,249843.93,0,0,11/15/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,76217.8600
Pakistan,60,PAK-13/X/DDA-3474/ER/S-NFI/NGO/127,DMA-ERF-O487-216,,2013,1,Reserve,Lead Against Marginality & Poverty,National NGO,,0,0,0,10/14/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,36143.0880
Somalia,21,CBPF-SOM-25-R-INGO-38710,,Reserve Allocation 4 2025  Drought Allocation in the South,2025,1,Reserve,Medair,International NGO,11 Months,1130000,1056074.77,0,12/24/2025 7:16:03 PM,"4- Likely to contribute to gender equality, including across age groups",2/16/2026 12:00:00 AM,1/15/2027 12:00:00 AM,Under TR HFU,137,PRJ_UND_TR_HFU,Technical Review,3,317835.3150
Somalia,21,CBPF-SOM-25-R-INGO-38716,,Reserve Allocation 4 2025  Drought Allocation in the South,2025,1,Reserve,Agency for Technical Cooperation and Development,International NGO,6 Months,450000,420560.75,0,12/25/2025 8:56:06 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,8/14/2026 12:00:00 AM,IP counter-signature,152,PRJ_IP_CNT_SIG,HC Final Approval,4,56462.5089
Somalia,21,CBPF-SOM-25-R-INGO-38744,,Reserve Allocation 4 2025  Drought Allocation in the South,2025,1,Reserve,Polish Humanitarian Action,International NGO,8 Months,450000,420560.75,0,12/24/2025 7:47:19 PM,"4- Likely to contribute to gender equality, including across age groups",2/10/2026 12:00:00 AM,10/9/2026 12:00:00 AM,EO agreement clearance,154,PRJ_GA_SGN_BY_EO,Disbursement,5,311104.6848
Somalia,21,CBPF-SOM-25-S-NGO-37067,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Hidig Relief And Development Organization,National NGO,12 Months,511851.63,478366.01,0,12/22/2025 5:15:31 PM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,106568.3115
Somalia,21,CBPF-SOM-25-S-NGO-37102,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Social Life and Agricultural Development Organisation,National NGO,8 Months,307134.73,287041.8,0,12/22/2025 3:59:49 PM,"4- Likely to contribute to gender equality, including across age groups",2/14/2026 12:00:00 AM,10/13/2026 12:00:00 AM,TR Draft,110,PRJ_TR_DRFT,Technical Review,11,13835.1843
Somalia,21,CBPF-SOM-25-S-NGO-37103,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,WARDI Relief and Development Initiatives,National NGO,"11 Months, 1 Days",400000,373831.78,0,1/2/2026 12:00:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/10/2026 12:00:00 AM,1/10/2027 12:00:00 AM,TR Draft,110,PRJ_TR_DRFT,Technical Review,11,40009.8573
Somalia,21,CBPF-SOM-25-S-NGO-37132,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Towfiiq Umbrella Organization,National NGO,6 Months,399998.93,373830.78,0,12/22/2025 4:08:28 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,7/31/2026 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,325687.7169
Somalia,21,CBPF-SOM-25-S-NGO-37137,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Social Rural Development Initiative,National NGO,12 Months,503662.16,470712.3,0,12/22/2025 7:05:30 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,TR Draft,110,PRJ_TR_DRFT,Technical Review,11,341766.4446
Somalia,21,CBPF-SOM-25-S-NGO-37146,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Social Environmental Agency,National NGO,6 Months,307100.7,287010,0,12/22/2025 8:30:07 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,7/31/2026 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,335783.6622
Somalia,21,CBPF-SOM-25-S-NGO-37152,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Somali Lifeline Organization ,National NGO,10 Months,403142.3,376768.5,0,12/22/2025 7:32:45 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,11/30/2026 12:00:00 AM,Under TR HFU,109,PRJ_UND_TR_HFU,Technical Review,11,333914.0427
Somalia,21,CBPF-SOM-25-S-NGO-37160,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Deeg-Roor Medical Organization,National NGO,12 Months,600000,560747.66,0,12/22/2025 1:55:04 PM,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),2/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,318957.0867
Somalia,21,CBPF-SOM-25-S-NGO-37182,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Dignity First Somalia,National NGO,6 Months,520000,485981.31,0,12/22/2025 11:02:00 AM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,8/14/2026 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,337653.2817
Somalia,21,CBPF-SOM-25-S-NGO-37218,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Somali Relief and Development Society,National NGO,8 Months,287950.87,269112.96,0,12/22/2025 7:15:54 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,IP counter-signature,122,PRJ_IP_CNT_SIG,HC Final Approval,12,76280.4756
Somalia,21,CBPF-SOM-25-S-NGO-37225,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Wadajir Rural Development Organization,National NGO,6 Months,480000,448598.13,0,12/22/2025 3:42:51 PM,"4- Likely to contribute to gender equality, including across age groups",2/15/2026 12:00:00 AM,8/14/2026 12:00:00 AM,Under GA Preparation,121,PRJ_UND_GA_PREPAR,HC Final Approval,12,335409.7383
Somalia,21,CBPF-SOM-25-S-NGO-37260,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Community Empowerment and Social Development Organization,National NGO,8 Months,400000,373831.78,0,12/22/2025 8:08:17 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,330174.8037
Somalia,21,CBPF-SOM-25-S-NGO-37311,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Social Rural Development Initiative,National NGO,8 Months,287911.88,269076.52,0,12/22/2025 7:10:56 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,341766.4446
Somalia,21,CBPF-SOM-25-S-NGO-37320,,Standard Allocation 2 2025 PILOT Flagship Initiative Envelope 2 Implementation,2025,2,Standard,Solutions for Humanity International,National NGO,11 Months,403045.89,376678.4,0,12/21/2025 11:54:04 PM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,EO agreement clearance,124,PRJ_GA_SGN_BY_EO,HC Final Approval,12,326061.6408
Somalia,21,SOM-13/X/2470/ER/CSS/INGO/49,DMA-CHF-O489-520-STD,,2013,1,Reserve,World Vision,International NGO,12,1815669.2,0,0,5/29/2013 12:00:00 AM,,11/18/2013 12:00:00 AM,11/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,29166.0642
Somalia,21,SOM-13/X/2470/ER/CSS/INGO/65,DMA-CHF-O489-522-STD,,2013,1,Reserve,Adventist Development And Relief Agency Ethiopia,International NGO,12,1000000,0,0,7/15/2013 12:00:00 AM,,11/18/2013 12:00:00 AM,10/24/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,1869.6195
Somalia,21,SOM-13/X/2470/ER/CSS/NGO/48,DMA-CHF-O489-519-STD,,2013,1,Reserve,Danish Refugee Council,National NGO,12,1000000,0,0,6/2/2013 12:00:00 AM,,10/28/2013 12:00:00 AM,11/4/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-13/X/2470/ER/E/INGO/10,DMA-CHF-O489-458-STD,,2013,1,Reserve,Comitato di Coordinamento delle Organizzazioni per il Servizio Volontario,International NGO,12,300000,0,0,5/31/2013 12:00:00 AM,,9/11/2013 12:00:00 AM,10/16/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,5608.8585
Somalia,21,SOM-13/X/2470/ER/E/INGO/12,DMA-CHF-O489-460-STD,,2013,1,Reserve,INTERSOS,International NGO,12,197010,0,0,6/4/2013 12:00:00 AM,,9/30/2013 12:00:00 AM,9/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-13/X/2470/ER/E/INGO/14,DMA-CHF-O489-462-STD,,2013,1,Reserve,Norwegian Refugee Council,International NGO,12,300000,0,0,5/28/2013 12:00:00 AM,,9/11/2013 12:00:00 AM,9/9/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-13/X/2470/ER/E/INGO/15,DMA-CHF-O489-463-STD,,2013,1,Reserve,Save the Children Fund,International NGO,12,294298,0,0,6/5/2013 12:00:00 AM,,10/18/2013 12:00:00 AM,10/14/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,19444.0428
Somalia,21,SOM-13/X/2470/ER/E/NGO/11,DMA-CHF-O489-459-STD,,2013,1,Reserve,Formal Education Network for Private Schools,National NGO,12,308592.8,0,0,5/23/2013 12:00:00 AM,,9/9/2013 12:00:00 AM,9/16/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,10095.9453
Somalia,21,SOM-13/X/2470/ER/E/NGO/13,DMA-CHF-O489-461-STD,,2013,1,Reserve,Juba Shine,National NGO,,297140,0,0,6/6/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Counter Signature By IP,11,,HC Final Approval,12,14583.0321
Somalia,21,SOM-13/X/2470/ER/E/NGO/16,DMA-CHF-O489-464-STD,,2013,1,Reserve,Somali Community Concern,National NGO,6,300000,0,0,5/27/2013 12:00:00 AM,,8/27/2013 12:00:00 AM,2/21/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,22435.4340
Somalia,21,SOM-13/X/2470/ER/E/NGO/67,DMA-CHF-O489-525-ER,,2013,1,Reserve,Aid Vision,National NGO,12,187609.92,0,0,9/10/2013 12:00:00 AM,,10/7/2013 12:00:00 AM,10/8/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2617.4673
Somalia,21,SOM-13/X/2470/ER/FS/INGO/0,DMA-CHF-O489-446-STD,,2013,1,Reserve,Cooperazione Internazionale,International NGO,8,349381.59,0,0,6/3/2013 12:00:00 AM,,9/24/2013 12:00:00 AM,5/19/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,6730.6302
Somalia,21,SOM-13/X/2470/ER/FS/INGO/1,DMA-CHF-O489-449-STD,,2013,1,Reserve,OXFAM Netherlands,International NGO,12,250000,0,0,5/27/2013 12:00:00 AM,,10/8/2013 12:00:00 AM,10/16/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17200.4994
Somalia,21,SOM-13/X/2470/ER/FS/INGO/2,DMA-CHF-O489-450-STD,,2013,1,Reserve,Veterinaires Sans Frontieres Suisse,International NGO,10,248520.88,0,0,6/3/2013 12:00:00 AM,,9/25/2013 12:00:00 AM,7/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,26548.5969
Somalia,21,SOM-13/X/2470/ER/FS/INGO/66,DMA-CHF-O489-524-ER,,2013,1,Reserve,Catholic Relief Service,International NGO,6,298136.66,0,0,9/10/2013 12:00:00 AM,,10/7/2013 12:00:00 AM,4/5/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,4113.1629
Somalia,21,SOM-13/X/2470/ER/FS/INGO/7,DMA-CHF-O489-455-STD,,2013,1,Reserve,Catholic Relief Service,International NGO,6,249487.82,0,0,5/24/2013 12:00:00 AM,,8/19/2013 12:00:00 AM,2/20/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,4113.1629
Somalia,21,SOM-13/X/2470/ER/FS/NGO/3,DMA-CHF-O489-451-STD,,2013,1,Reserve,Somali Humanitarian Aid and Development Organization,National NGO,6,448928,0,0,6/4/2013 12:00:00 AM,,10/7/2013 12:00:00 AM,4/9/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,23183.2818
Somalia,21,SOM-13/X/2470/ER/FS/NGO/4,DMA-CHF-O489-452-STD,,2013,1,Reserve,Southern Aid,National NGO,6,249976,0,0,6/1/2013 12:00:00 AM,,9/23/2013 12:00:00 AM,3/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,24678.9774
Somalia,21,SOM-13/X/2470/ER/FS/NGO/5,DMA-CHF-O489-453-STD,,2013,1,Reserve,Center for Peace and Democracy,National NGO,8,400000,0,0,5/26/2013 12:00:00 AM,,10/30/2013 12:00:00 AM,5/29/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,4487.0868
Somalia,21,SOM-13/X/2470/ER/FS/NGO/6,DMA-CHF-O489-454-STD,,2013,1,Reserve,SWISSO KALMO,National NGO,6 ,300000,0,0,5/23/2013 12:00:00 AM,,7/30/2013 12:00:00 AM,2/5/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
Somalia,21,SOM-13/X/2470/ER/FS/NGO/8,DMA-CHF-O489-456-STD,,2013,1,Reserve,DEH Relief and Development Organization,National NGO,8,250000,0,0,5/28/2013 12:00:00 AM,,8/19/2013 12:00:00 AM,4/19/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,8226.3258
Somalia,21,SOM-13/X/2470/ER/FS/NGO/9,DMA-CHF-O489-457-STD,,2013,1,Reserve,Women and Child Care Organisation,National NGO,6,296116.5,0,0,5/31/2013 12:00:00 AM,,8/13/2013 12:00:00 AM,2/12/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28418.2164
Somalia,21,SOM-13/X/2470/ER/H/INGO/45,DMA-CHF-O489-513-STD,,2013,1,Reserve,Medical Emergency Relief International,International NGO,12,380154.42,0,0,6/5/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,8/15/2013 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,15330.8799
Somalia,21,SOM-13/X/2470/ER/H/INGO/47,DMA-CHF-O489-515-STD,,2013,1,Reserve,International Medical Corps,International NGO,8,103716.01,0,0,6/3/2013 12:00:00 AM,,9/27/2013 12:00:00 AM,5/15/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13461.2604
Somalia,21,SOM-13/X/2470/ER/H/INGO/50,DMA-CHF-O489-495-STD,,2013,1,Reserve,Comitato di Coordinamento delle Organizzazioni per il Servizio Volontario,International NGO,12,177022,0,0,5/29/2013 12:00:00 AM,,8/14/2013 12:00:00 AM,8/11/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,5608.8585
Somalia,21,SOM-13/X/2470/ER/H/INGO/55,DMA-CHF-O489-500-STD,,2013,1,Reserve,OXFAM NOVIB,International NGO,12,203372.76,0,0,5/31/2013 12:00:00 AM,,10/11/2013 12:00:00 AM,10/21/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17574.4233
Somalia,21,SOM-13/X/2470/ER/H/INGO/56,DMA-CHF-O489-501-STD,,2013,1,Reserve,Sage Organisation,International NGO,6,108666,0,0,6/1/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,2/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,18696.1950
Somalia,21,SOM-13/X/2470/ER/H/INGO/70,DMA-CHF-O489-527-ER,,2013,1,Reserve,International Medical Corps,International NGO,6,200746.38,0,0,10/10/2013 12:00:00 AM,,12/20/2013 12:00:00 AM,6/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13461.2604
Somalia,21,SOM-13/X/2470/ER/H/INGO/71,DMA-CHF-O489-534,,2013,1,Reserve,Cooperazione Internazionale,International NGO,6,349901.8,0,0,11/26/2013 12:00:00 AM,,12/12/2013 12:00:00 AM,6/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,6730.6302
Somalia,21,SOM-13/X/2470/ER/H/INGO/73,DMA-CHF-O489-526-ER,,2013,1,Reserve,OXFAM Netherlands,International NGO,6,211229.53,0,0,11/26/2013 12:00:00 AM,,12/20/2013 12:00:00 AM,6/9/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17200.4994
Somalia,21,SOM-13/X/2470/ER/H/INGO/74,DMA-CHF-O489-530-ER,,2013,1,Reserve,Relief International UK,International NGO,6,149368.2,0,0,11/27/2013 12:00:00 AM,,12/20/2013 12:00:00 AM,6/21/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,18322.2711
Somalia,21,SOM-13/X/2470/ER/H/INGO/75,DMA-CHF-O489-531-ER,,2013,1,Reserve,International Medical Corps,International NGO,6,400000,0,0,11/27/2013 12:00:00 AM,,12/20/2013 12:00:00 AM,6/20/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13461.2604
Somalia,21,SOM-13/X/2470/ER/H/INGO/76,DMA-CHF-O489-536-ER,,2013,1,Reserve,International Rescue Committee,International NGO,6,397433.31,0,0,11/28/2013 12:00:00 AM,,12/30/2013 12:00:00 AM,6/28/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13835.1843
Somalia,21,SOM-13/X/2470/ER/H/INGO/78,DMA-CHF-O489-537 ER-ER,,2013,1,Reserve,INTERSOS,International NGO,6,484966.8,0,0,12/17/2013 12:00:00 AM,,12/30/2013 12:00:00 AM,6/28/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-13/X/2470/ER/H/INGO/79,DMA-CHF-O489-529-ER,,2013,1,Reserve,Relief International UK,International NGO,6,480421.48,0,0,12/26/2013 12:00:00 AM,,1/17/2014 12:00:00 AM,7/15/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,18322.2711
Somalia,21,SOM-13/X/2470/ER/H/NGO/43,DMA-CHF-O489-510-STD,,2013,1,Reserve,SWISSO KALMO,National NGO,12,282657.6,0,0,5/23/2013 12:00:00 AM,,9/6/2013 12:00:00 AM,9/15/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
Somalia,21,SOM-13/X/2470/ER/H/NGO/44,DMA-CHF-O489-511-STD,,2013,1,Reserve,Wardi Relief and Development Initiatives,National NGO,12,350000,0,0,5/24/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,8/11/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-13/X/2470/ER/H/NGO/46,DMA-CHF-O489-514-STD,,2013,1,Reserve,American Refugee Committee,National NGO,12,495380,0,0,6/5/2013 12:00:00 AM,,8/9/2013 12:00:00 AM,8/12/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-13/X/2470/ER/H/NGO/51,DMA-CHF-O489-496-STD,,2013,1,Reserve,EL BARDE PRIMARY HEALTH CARE ORGANIZATION,National NGO,12,175381,0,0,5/29/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,8/27/2013 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,9348.0975
Somalia,21,SOM-13/X/2470/ER/H/NGO/52,DMA-CHF-O489-497-STD,,2013,1,Reserve,Family Empowerment and Relief Organisation,National NGO,12,180515,0,0,5/23/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,8/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,9722.0214
